						
evolution-china-cabinet	Brown/Wenge/Walnut, Light Beige	Wood-based panel, Glass	Mat	23	17	73
evolution-tv-stand	Brown/Wenge/Walnut, Light Beige	Wood-based panel, Glass	Mat	67	20	18
evolution-tv-stand	Brown/Wenge/Walnut, Light Beige	Wood-based panel, Glass	Mat	67	20	18
evolution-coffee-table	Brown/Wenge/Walnut, Light Beige	Wood-based panel, Glass	Mat	47	28	18
evolution-wall-unit-panel	Brown/Wenge/Walnut, Light Beige	Wood-based panel, Glass	Mat	67	7	43
platinum-dining-chair	Brown/Wenge/Walnut	Fabric, MDF	High Gloss Lacquer	21	19	41
aida-side-chair	White, Brown/Wenge/Walnut	Fabric, MDF	High Gloss Lacquer	24	25	41
aida-buffet-cabinet	Brown/Wenge/Walnut, Yellow/Gold	Wood veneer, MDF	High Gloss Lacquer	64	19.5	31
aida-china-cabinet	Brown/Wenge/Walnut, Yellow/Gold	Wood veneer, Glass, MDF	High Gloss Lacquer	65	21	84
leonardo-side-chair	Brown/Wenge/Walnut	Fabric, MDF	High Gloss Lacquer	23	22	42
leonardo-arm-chair	Brown/Wenge/Walnut	Wood-based panel	High Gloss Lacquer	23	22	42
kali-buffet-cabinet	Grey/Silver, Light Beige	Wood-based panel	Mat	59	19	31
prestige-side-chair	Grey/Silver	Fabric, Wood-based panel	N/A	18.5	20.5	44
1518-dining-table	Black, Brown/Wenge/Walnut	Eco Leather, Wood veneer, Metal	Mat	63/87	39	30
1640-dining-chair	Black, Brown/Wenge/Walnut	Eco Leather, Wood veneer, Metal	Mat	18	22	36
1548-dining-table	Brown/Wenge/Walnut	Eco Leather, Wood veneer, Metal	Mat	47	47	30
1628-dining-chair	Brown/Wenge/Walnut	Eco Leather, Wood veneer, Metal	Mat	20	22	31
1685-dining-chair	White, Brown/Wenge/Walnut	Fabric, MDF	High Gloss Lacquer, Mat	19	24	36
1692-buffet-cabinet	White, Brown/Wenge/Walnut	Fabric, MDF	High Gloss Lacquer, Mat	63	16	34
1692-extendable-dining-table	White, Brown/Wenge/Walnut	Fabric, MDF	High Gloss Lacquer, Mat	63/87	36	30
1638-dining-chair	Brown/Wenge/Walnut	Eco Leather, MDF	Shiny	19	21	34
131-dining-chair	Black, Grey/Silver	Fabric, Stainless Steel	N/A	22	23	33
aida-arm-chair	Brown/Wenge/Walnut	Fabric, MDF	N/A	24	25	41
evolution-buffet-cabinet	Brown/Wenge/Walnut	Wood-based panel	Mat	63	20	33
evolution-side-chair	Brown/Wenge/Walnut	Fabric, Wood-based panel	Mat	19	22	40
leonardo-china-cabinet	Brown/Wenge/Walnut, Yellow/Gold	Wood-based panel, Glass	High Gloss Lacquer	69	18	88
platinum-china-cabinet	Brown/Wenge/Walnut	Wood veneer, Wood-based panel	High Gloss Lacquer	44	19	75
leonardo-buffet-cabinet	Brown/Wenge/Walnut, Yellow/Gold	Wood veneer, Wood-based panel	High Gloss Lacquer	68.25	18	33.5
131-buffet-cabinet	White	Metal, MDF	High Gloss Lacquer	47	16	30
ambra-side-chair	Brown/Wenge/Walnut	Fabric, Wood veneer, MDF	N/A			
evolution-china-cabinet	Brown/Wenge/Walnut	Fabric, Wood-based panel, Glass	Mat	43	17	73
evolution-dining-chair	Brown/Wenge/Walnut	Fabric, Wood-based panel, Glass	Mat	19	22	40
evolution-buffet-mirror	Brown/Wenge/Walnut	Fabric, Wood-based panel, Glass	Mat	63	1	34
evolution-extendable-dining-table	Brown/Wenge/Walnut	Fabric, Wood-based panel, Glass	Mat	71/89	41	30
argentina-side-chair	White, Brown/Wenge/Walnut	Fabric, MDF	Mat	17.5	21	42
152-extendable-dining-table	White, Grey/Silver	Eco Leather, Glass, Metal, Marble	Mat, Shiny	71/98	35	29.5
196-side-chair	White, Grey/Silver	Eco Leather, Glass, Metal, Marble	Mat, Shiny	17	21	38
311-dining-table	Grey/Silver, Yellow/Gold	Fabric, Metal, Marble	Mat, Shiny	71	35	30
137-dining-chair	Grey/Silver, Yellow/Gold	Fabric, Metal, Marble	Mat, Shiny	24	22	33
102-dining-table	Black, White, Grey/Silver	Eco Leather, Metal, Marble	Mat, Shiny	53	53	30
315-dining-table	Black, Grey/Silver	Eco Leather, Metal, Marble	Mat, Shiny	53	53	29.5
199-dining-chair	Black, Grey/Silver	Eco Leather, Metal, Marble	Mat, Shiny			
9088-dining-table	Black, Light Beige	Eco Leather, Wood-based panel, Special Order Materials	Mat, Shiny			
1233-dining-chair	Black, Light Beige	Eco Leather, Wood-based panel, Special Order Materials	Mat, Shiny			
9035-dining-table	White, Grey/Silver	Eco Leather, Fabric, Metal, Special Order Materials	Mat, Shiny			
1254-dining-chair	White, Grey/Silver	Eco Leather, Fabric, Metal, Special Order Materials	Mat, Shiny			
3012-buffet-cabinet	White, Grey/Silver	Eco Leather, Fabric, Metal, Special Order Materials	Mat, Shiny			
zz-dining-table	White, Grey/Silver	Eco Leather, Glass, Stainless Steel	Shiny	63	35	29.5
zz-dining-table	White, Grey/Silver	Eco Leather, Glass, Stainless Steel	Shiny	71	35	29.5
9034-dining-table	White, Grey/Silver	Eco Leather, Fabric, Metal, Special Order Materials, MDF	Mat, Shiny			
