Code	Name	Description 2	Price	MAP price	Default set qts	Width	Depth	Height	Weight	Volume	Manufacturer	Category Type	Stock Status	New Arrivals	Parent Category	Category	Refine Categories	Image 1	Image 2	Image 3	Image 4	Image 5	Image 6	Image 7	Image 8	Image 9	Image 10	Image 11	Image 12	Image 13	Image 14	Qty	No of Boxes	(Box 1) Markings	(Box 1) Depth	(Box 1) Width	(Box 1) Height	(Box 1) Weight	(Box 2) Markings	(Box 2) Depth	(Box 2) Width	(Box 2) Height	(Box 2) Weight	(Box 3) Markings	(Box 3) Depth	(Box 3) Width	(Box 3) Height	(Box 3) Weight	(Box 4) Markings	(Box 4) Depth	(Box 4) Width	(Box 4) Height	(Box 4) Weight	(Box 5) Markings	(Box 5) Depth	(Box 5) Width	(Box 5) Height	(Box 5) Weight	(Box 6) Markings	(Box 6) Depth	(Box 6) Width	(Box 6) Height	(Box 6) Weight	(Box 7) Markings	(Box 7) Depth	(Box 7) Width	(Box 7) Height	(Box 7) Weight	(Box 8) Markings	(Box 8) Depth	(Box 8) Width	(Box 8) Height	(Box 8) Weight	(Box 9) Markings	(Box 9) Depth	(Box 9) Width	(Box 9) Height	(Box 9) Weight	(Box 10) Markings	(Box 10) Depth	(Box 10) Width	(Box 10) Height	(Box 10) Weight	(Box 11) Markings	(Box 11) Depth	(Box 11) Width	(Box 11) Height	(Box 11) Weight	(Box 12) Markings	(Box 12) Depth	(Box 12) Width	(Box 12) Height	(Box 12) Weight	(Box 13) Markings	(Box 13) Depth	(Box 13) Width	(Box 13) Height	(Box 13) Weight	(Box 14) Markings	(Box 14) Depth	(Box 14) Width	(Box 14) Height	(Box 14) Weight	(Box 15) Markings	(Box 15) Depth	(Box 15) Width	(Box 15) Height	(Box 15) Weight	sku	Parent  Sku	Color	Material	Finish
673F	67 Sofa Bed		1170	2047.5	1	77	35.5	41.5	149																							1	1	67-3F-1	36	77	42	150																																																																							i4952	p5093			
672	67 Loveseat		700	1225	1	57	35.5	41.5	119																							1	1	67-2-1	36	57	42	120																																																																							i4953	p5093			
671	67 Chair		480	840	1	37.5	35.5	41.5	99																							1	1	67-1-1	36	38	42	100																																																																							i4954	p5093			
	Elegance Buffet 3 Door SET	Contemporary Elegance Buffet 3 Door is an elegant and useful addition to any white dining room.	490	857.5							Status Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Elegance-Buffet.jpg																																																																																											p10476		White, Grey/Silver	Wood-based panel, Stainless Steel	High Gloss Lacquer
ELEGANCEBUFFET	Elegance Buffet 3 Door		490	857.5	1	81	20	34	233																							1	7	Doors	2	28	24	13	Doors	2	28	24	26	Top + Bottom	4	83	22	104	Side Panels	4	33	20	40	Hardware	4	6	7	6	Shelves/Dividers	4	31	18	42	Back Panels	5	83	22	11																																									i24022	p10476			
	Donatello 4 Door Buffet SET	Classy Style Donatello 4 Door Buffet is an elegant and useful addition to any walnut dining room.	2103	3680.25							Arredoclassic Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Formal Dining Room,Classic	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Donatello-Buffet.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Donatello-Buffet_side_1.gif																																																																																										p10477		Brown/Wenge/Walnut, Yellow/Gold	Wood veneer, MDF	High Gloss Lacquer
DONATELLOBUFFET	Donatello 4 Door Buffet		2103	3680.25	1	82	22	40	279																							1	0																																																																												i24020	p10477			
	Donatello 3 Door China SET	Classy Style Donatello 3 Door China is an elegant and useful addition to any walnut dining room.	3568	6244							Arredoclassic Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Formal Dining Room,Classic	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets__side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets__side_2.gif																																																																																									p10478		Brown/Wenge/Walnut, Yellow/Gold	Wood veneer, Glass, MDF	High Gloss Lacquer
DONATELLO3DCHINA	Donatello 3 Door China		3568	6244	1	78	23	91	460																							1	0																																																																												i24021	p10478			
	Dama Bianca 2 Door China SET	Modern Dama Bianca 2 Door China is an elegant and useful addition to any white dining room.	1405	2458.75							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Dama-Bianca-2-Door-China.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/_side_3.gif																																																																																									p10481		White	Wood veneer, Glass, MDF	High Gloss Lacquer
DAMABIANCA2DCHINA	Dama Bianca 2 Door China		1405	2458.75	1	49	17	78	330																							1	0																																																																												i24026	p10481			
	Lisa 2 Door China SET	Lisa 2 Door China is an elegant and useful addition to any white dining room.	4800	8400							Status Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Lisa-2-Door-China.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Lisa-2-Door-China_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Lisa-2-Door-China_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Lisa-2-Door-China_side_3.gif																																																																																								p10483		White	Wood-based panel, Glass	High Gloss Lacquer
LISA2DOORCHINA	Lisa 2 Door China		600	1050	8	40	17	73	210																							8	8	Glass door	17	70	2	27	Narrow door	25	70	2	36	Glass shelves	14	39	2	29	Side panels	18	70	3	45	Bottom + back panel	20	42	3	30	Hardware	9	19	4	5	Back panel	39	50	1	10	Top + wood shelf	19	43	4	41																																				i24028	p10483			
	Lisa 4 Door Buffet SET	Lisa 4 Door Buffet is an elegant and useful addition to any white dining room.	590	1032.5							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Lisa-4-Door-Buffet.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Lisa-4-Door-Buffet_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Lisa-4-Door-Buffet_side_2.gif																																																																																								p10484		White	Wood-based panel, Glass	High Gloss Lacquer, Mat
LISABUFFET	Lisa 4 Door Buffet		590	1032.5	1	80	19	34	230																							1	7	Lateral Goors	3	31	21	24	Central Doors	3	32	22	29	Glass shelves	4	41	15	31	Top + Bottom	4	82	21	94	Dividers	3	32	19	21	Hardware	5	19	10	5	Back panels	1	40	30	12																																									i24030	p10484			
	KIU Display Unit/China SET	Modern Kiu 2 Door China is an elegant and useful addition to any white dining room.  Display Cabinet: Carcass 120 matt & Front 220 High Gloss - White Color	1018	1781.5							Franco Spain	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_KIU-Display-UnitChina.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_KIU-Display-UnitChina_side_1.gif																																																																																										p10486		White	Glass, MDF	High Gloss Lacquer
KIUDISPLAYUNIT	KIU Display Unit/China		1018	1781.5	1	39.37	15.75	77.17	271																							1	3		20	42	79	200	Glass doors	4	21	51	50	Glass shelves	2	42	20	25																																																													i24032	p10486			
	Ambra 3 Door Buffet SET	Ambra 3 Door Buffet is an elegant and useful addition to any beige dining room.	909	1590.75							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Ambra-3-Door-Buffet.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Ambra-3-Door-Buffet_side_1.gif																																																																																										p10487		Black, Brown/Wenge/Walnut	Solid Wood	High Gloss Lacquer
AMBRA3DBUFFET	Ambra 3 D Buffet		909	1590.75	1	70	20	33	180																							1	0																																																																												i24033	p10487			
	Regina bedroom with  Storage  bed SET	The Contemporary Bedroom Furniture Set by Dupen offers another fine, European and modern style. This set is available in wenge color. Bed offers contemporary design, stylish look and comfort. The lift top storage bed provides an additional storing space for your bedroom things. This bedroom set will look adorable in your room. Dupen Spain.  Storage platform of this bed needs professional assembling!!!   Features:  *Eco Leather Headboard *Storage Platform 	1465	2563.75							Dupen  Spain	BEDROOMS	stock	FALSE	Bedroom  Furniture	Modern Bedrooms	Bedroom,Bedgroups,Beds with Storage,Modern,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Regina-Storage-Bedroom-Wenge.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Regina-Storage-Bedroom-Wenge_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Regina-Bedroom_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Regina-Bedroom_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Regina-Bedroom_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Regina-Storage-Bedroom-Wenge_side_1.jpg																																																																																						p9978		White, Brown/Wenge/Walnut	Eco Leather, Wood veneer, MDF	Mat
LUXURYDRESSER	Luxury Double Dresser		460	805	0	59	19	30	193	22																						0	1		30	59	19	0																																																																							i22826	p9978			
LUXURYMIRROR	Luxury Mirror		90	157.5	0	39	1	32	22																							0	1		32	39	1	0																																																																							i22827	p9978			
REGINADRESSER	Regina Dresser		350	612.5	1	44	20	31	141	0																						1	1		31	44	20	0																																																																							i22823	p9978			
REGINAMIRROR	E115 Mirror		190	332.5	1	39	39	2	35																							1	1		2	39	39	0																																																																							i22824	p9978			
LUXURYN/S	Luxury Nightstand		115	201.25	0	20	15	15	28																							0	1		15	20	15	0																																																																							i22825	p9978			
REGINABEDQS	Regina Storage Bed QS w/Frame		585	1023.75	1	65	78	43.5	295																							1	6		5	67	49	100		20	58	2	18		68	49	5	130		59	79	8	57		59	79	3	91		29	6	3	5																																														i22820	p9978			
REGINANS	Nightstand w/2 Drawers		170	297.5	2	23.5	16	20	58																							2	1		20	24	16	0																																																																							i22822	p9978			
	Alex Sofa Bed Set Fabric SET	Quality Furniture Set Alex will perfectly complement interiors designed in a modern style due to its simple, raw line embellished.  Alex sofa is equipped with a sleeping function. Mattress Size: 75"x55"x5"  Material: Chenille fabric Stock color: Z08-4  	1360	2380							ESF Extravaganza Collection	LIVING	stock	FALSE	Living Room Furniture	Sofas Loveseats and Chairs with Sleepers	3 pcs Sets,Modern,Classic,Fabric,Other Material	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_5.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_6.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_7.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_8.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_9.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_10.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_11.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_12.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_13.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sofas-Loveseats-and-Chairs_Alex_side_14.gif																																																																														p9479		Grey/Silver	Fabric	N/A
ALEX1	Alex 1 Armchair		250	437.5	1	36	35	34	66																							1	1	Alex 1 Armchair	35	36	22	0																																																																							i21799	p9479			
ALEX2	Alex 2 Loveseat		340	595	1	61	35	34	95																							1	1	Alex 2 Loveseat	35	61	22	0																																																																							i21800	p9479			
ALEX3	Alex 3 Sofa Bed		770	1347.5	1	79	40	34	228																							1	1	Box 1	42	81	36	238																																																																							i21801	p9479			
	Aida Arm Chair Ivory SET	Classic Dining Room Chair. Stock Product. Fabric , beige color.	290	507.5							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	Chairs	Dining Room,Formal Dining Room,Dining Chairs,Classic	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Aida-Arm-Chair-Ivory.gif																																																																																											p10503		Brown/Wenge/Walnut	Fabric, MDF	N/A
AIDAARMCHAIRIVORY	Aida Arm Chair Ivory		290	507.5	1	24	25	41	20																							1	1		27	27	43	24																																																																							i24071	p10503			
	Donatello Armchair SET	Classic Dining Room Arm Chair. Stock Product. Fabric Cat. B Standard	328	574							Arredoclassic Italy	DINING	stock	FALSE	Dining Room Furniture	Chairs	Dining Room,Formal Dining Room,Dining Chairs,Classic	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Donatello-Armchair.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Donatello-Armchair_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Donatello-Armchair_side_1.gif																																																																																									p10504		Brown/Wenge/Walnut	Fabric, MDF	High Gloss Lacquer
DONATELLOARMCHAIR	Donatello Armchair		328	574	1	22	22	41	46																							1	1		25	25	44	50																																																																							i24075	p10504			
	Donatello Side Chair SET	Classic Dining Room Side Chair. Stock Product. Fabric Cat. B Standard	282	493.5							Arredoclassic Italy	DINING	stock	FALSE	Dining Room Furniture	Chairs	Dining Room,Formal Dining Room,Dining Chairs,Classic	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Donatello-Side-Chair.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Donatello-Side-Chair_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Donatello-Side-Chair_side_1.gif																																																																																									p10505		Brown/Wenge/Walnut	Fabric, MDF	High Gloss Lacquer
DONATELLOSIDECHAIR	Donatello Side Chair		282	493.5	1	19	22	41	36																							1	1		21	25	47	75																																																																							i24074	p10505			
	Pamela Arm Chair SET	Classic Dining Room Arm Chair. Stock Product. Fabric Dustin 21213 col 2	195	341.25							MCS  Italy	DINING	stock	FALSE	Dining Room Furniture	Chairs	Dining Room,Formal Dining Room,Dining Chairs,Classic	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs__2.gif																																																																																											p10508		Brown/Wenge/Walnut	Wood-based panel	High Gloss Lacquer
PAMELAARMCHAIR	Pamela Arm Chair		195	341.25	1	20	22	41	20																							1	1		23	22	44	22																																																																							i24078	p10508			
	Kali 2 Door China SET	Modern Kali 2 Door China with Glass Door is an elegant and useful addition to any grey dining room.	2800	4900							Status Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Kali-2-Door-China.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Kali-2-Door-China_side_1.gif																																																																																										p10509		Black, Grey/Silver	Wood-based panel, Glass	Mat
KALI2DCHINA	Kali 2 Door China		400	700	7	39	16.5	57	137																							7	7	2 Wooden doors	21	27	3	19	2 Glass doors	23	29	1	14	2 Shelves	15	39	2	19	Top + Bottom	18	41	4	47	Side panels	17	53	3	31	Hardware	11	12	6	6	Back panels	28	39	1	10																																									i24079	p10509			
	Argentina Buffet SET	Contemporary Argentina Buffet is an elegant and useful addition to dining room.	1838	3216.5							Fenicia  Spain	DINING	stock	FALSE	Wallunits	Hallway Console tables and Mirrors	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Argentina-Buffet.gif																																																																																											p10511		Brown/Wenge/Walnut	Wood veneer, MDF	High Gloss Lacquer
ARGENTINABUFFET	Argentina Buffet		1838	3216.5	1	70.87	18.5	36.61	279																							1	1	box 1	18	71	36	279																																																																							i24081	p10511			
	Velvet Night stand SET	Functional addition to any white bedroom. 2 drawer and gap  night table in matt / high gloss finish.  Finishes: Beige 162 MATT carcas / Fronts 262 High Gloss /handle Anilla Gold	419	733.25							Franco Spain	BEDROOMS	stock	FALSE	Bedroom  Furniture	Nightstands	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Velvet-Night-stand.gif																																																																																											p11023		Brown/Wenge/Walnut, Yellow/Gold	Wood veneer, MDF	High Gloss Lacquer, Mat
VELVETNS	Velvet Night Stand		419	733.25	1	22	16	25	71																							1	1		19	25	28	81																																																																							i26107	p11023			
	Velvet Chest/Dresser SET	Beautiful addition to any modern bedroom. Matt and high gloss finish.  Finishes: Beige 162 MATT carcas / Fronts 262 High Gloss /handle Anilla Gold  Mirror: 262 High Gloss	2461	4306.75							Franco Spain	BEDROOMS	stock	FALSE	Wallunits	Hallway Console tables and Mirrors	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Velvet-ChestDresser.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Velvet-ChestDresser_side_1.gif																																																																																										p11024		Brown/Wenge/Walnut, Yellow/Gold	Wood veneer, MDF	High Gloss Lacquer
VELVETCHEST	Velvet Chest		723	1265.25	1	24	16	49	134																							1	1		19	27	52	144																																																																							i26108	p11024			
VELVETDDRESSER	Velvet Double Dresser		968	1694	1	63	16	36	220																							1	1		20	67	40	230																																																																							i26109	p11024			
VELVETDRESSER	Velvet Single Dresser		770	1347.5	1	48	16	41	178																							1	1		20	51	44	188																																																																							i26110	p11024			
	New Star Dresser/Chest SET	Contemporary design of New Star Collection. Soft closing drawers mechanism. Color Finish: Brushed Burnt Oak	1070	1872.5							Status Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Dressers and Chests	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_New-Star-DresserChest.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_New-Star-DresserChest_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_New-Star-DresserChest_side_2.jpg																																																																																									p11025		Grey/Silver	Wood-based panel	Mat
NEWSTARCHEST	New Star Chest		450	787.5	1	26	17	50	114																							1	1		20	29	53	124																																																																							i26111	p11025			
NEWSTARDRESSER	New Star Double Dresser		620	1085	1	67	19	31	194																							1	1		22	70	33	204																																																																							i26112	p11025			
	Evolution Buffet SET	Contemporary Evolution Buffet is an elegant and useful addition to dining room.	730	1277.5							Status Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Evolution-Buffet.gif																																																																																											p10514		Brown/Wenge/Walnut	Wood-based panel	Mat
EVOLUTIONBUFFET	Evolution 2 d  Buffet		730	1277.5	1	63	20	33	204																							1	6	Laterals Doors	25	30	4	22	Glass shelves	16	27	1	20	Top + Bottom	21	66	8	104	Divisions +Central door	19	30	5	15	Side panels	21	30	5	31	Back panels	32	39	1	13																																														i24086	p10514			
	New Star Night Stand SET	Contemporary design of New Star Collection. Soft closing drawers mechanism. Color Finish: Brushed Burnt Oak	230	402.5							Status Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Nightstands	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_New-Star-Night-Stand.jpg																																																																																											p11026		Grey/Silver	Wood-based panel, Stainless Steel	Mat
NEWSTARNS	New Star N/S		230	402.5	1	26	17	21	36																							1	1		20	29	24	46																																																																							i26113	p11026			
	Dama Bianca SET	Stylish Modern Dining Room Chair with Premium Fabric from the Camelgroup Italy Collection	159	278.25							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	Chairs	Dining Room,Dining Chairs,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Dama-Bianca.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Dama-Bianca_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Dama-Bianca_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Dama-Bianca_side_2.gif																																																																																								p8979		White, Brown/Wenge/Walnut	Fabric, MDF	N/A
DAMABIANCACHAIR	Dama Bianca Side Chair	Dama Bianca Side Chair in Eco-Leather (2 in a box)	159	278.25	1	19	24	42	20																							1	1	1	24	21	45	40																																																																							i18601	p8979			
	Oxford Night Stand SET	Simply designed modern Oxford fits in well with both classical and traditional interior designs. High Gloss finish.	110	192.5							MCS  Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Nightstands	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Oxford-Night-Stand.jpg																																																																																											p11027		Grey/Silver	Wood veneer, MDF	High Gloss Lacquer
OXFORDNS	OXFORDN/S		110	192.5	1	20	15	18	32																							1	1		18	23	21	42																																																																							i26114	p11027			
	Oxford Dresser SET	Simply designed modern Oxford fits in well with both classical and traditional interior designs. High Gloss finish.	410	717.5							MCS  Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Dressers and Chests	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Oxford-Dresser.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Oxford-Dresser_side_1.gif																																																																																										p11028		Grey/Silver	Wood veneer, Stainless Steel, MDF	High Gloss Lacquer
OXFORDDDRESSER	OXFORDDDRESSER		410	717.5	1	60	18	30	150																							1	1		21	63	33	160																																																																							i26115	p11028			
	Roma Chair White SET	Modern Dining Room Chair. Stock Product.	168	294							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	Chairs	Dining Room,Dining Chairs,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Chairs_Roma-Chair-White.gif																																																																																											p8981		White, Brown/Wenge/Walnut	Fabric, Wood veneer, MDF	High Gloss Lacquer
ROMACHAIRWHITE	Roma Chair White	Roma Chair White (2 in a box)	168	294	1	20.5	18.5	20/41	20																							1	1		28	21	45	42																																																																							i18603	p8981			
	Elite Buffet Silver Birch SET	Elite Buffet is an elegant and useful addition to dining room.	921	1611.75							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Elite-Buffet.gif																																																																																											p10518		Brown/Wenge/Walnut, Grey/Silver	Wood veneer, Stainless Steel, MDF	High Gloss Lacquer
ELITEBUFFET	Elite 3 Doors Buffet		921	1611.75	1	74	22	34	276																							1	3		24	76	36	190	Doors	4	24	22	30	Molding	4	76	36	60																																																													i24110	p10518			
	Elite 2 Door China Silver Birch SET	Elite 2 Door China is an elegant and useful addition to dining room.	1364	2387							Camelgroup Italy	DINING	stock	FALSE	Dining Room Furniture	China Cabinets and Buffets	Dining Room,Casual Dining Room,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_China-Cabinets-and-Buffets_Elite-2-Door-China.gif																																																																																											p10519		Brown/Wenge/Walnut	Wood veneer, Glass, MDF	High Gloss Lacquer
ELITE2DRCABINET	Elite 2 Doors Glass Cabinet		1364	2387	1	49	17	78	346																							1	0																																																																												i24111	p10519			
	Luxury Dresser/Chest SET	Elegant addition to any white bedroom.  	460	805							MCS  Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Dressers and Chests	Bedroom,Nightstands, Dressers, Chests,Modern,N/A	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Luxury-Dresser.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Luxury-Dresser_side_1.jpg																																																																																										p11031		White, Brown/Wenge/Walnut	Wood-based panel	Mat
LUXURYDRESSER	Luxury Double Dresser		460	805	1	59	19	30	193																							1	1	Dresser	19	59	30	193																																																																							i26124	p11031			
LUXURYCHEST	Luxury Chest		420	735	0	36	19	43	230																							0	1	Chest	19	36	43	230																																																																							i26125	p11031			
